##	TAG	<div1>
##	TAG	<head>
1	TOK	Introduction	BOS	introduction\N5S
2	TOK	to		to\P
##	TAG	<name>
3	TOK	Advanced Configuration	EOS	Advanced_Configuration\N46
##	TAG	</name>
##	TAG	</head>
##	TAG	<p>
##	TAG	<s>
5	TOK	The	BOS	the\AT---6
6	TOK	initial		initial\JA
7	TOK	configuration		configuration\N5S
8	TOK	of		of\P
9	TOK	the		the\AT---6
##	TAG	<name>
10	TOK	NetWare		NetWare\N46
##	TAG	</name>
11	TOK	©		©\N5P
##	TAG	<num>
12	TOK	4.1		4.1\X
##	TAG	</num>
13	TOK	network		network\N5S
14	TOK	protocol		protocol\N5S
15	TOK	provides		provide\VMFDRS3
16	TOK	the		the\AT---6
17	TOK	basis		basis\N5S
18	TOK	for		for\P
19	TOK	most		most\AG---6
20	TOK	needs		need\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
21	TOK	The	BOS	the\AT---6
22	TOK	configuration		configuration\N5S
23	TOK	is		be\V6FDRS3
24	TOK	based		base\VMC----
25	TOK	on		on\P
26	TOK	the		the\AT---6
27	TOK	boards		board\N5P
28	TOK	configured		configure\VMC----
29	TOK	and		and\CC
30	TOK	the		the\AT---6
31	TOK	protocols		protocol\N5P
32	TOK	enabled		enable\VMF6A66
33	TOK	and		and\CC
34	TOK	configured		configure\VMF6A66
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
35	TOK	If	BOS	if\CS
36	TOK	you		you\RP62N6
37	TOK	followed		follow\VMF6A66
38	TOK	the		the\AT---6
39	TOK	instructions		instruction\N5P
40	TOK	in		in\P
41	TOK	the		the\AT---6
##	TAG	<name>
42	TOK	NetWare		NetWare\N46
##	TAG	</name>
##	TAG	<num>
43	TOK	4.1		4.1\X
##	TAG	</num>
##	TAG	<name>
44	TOK	Basic Protocol Configuration Guide		Basic_Protocol_Configuration_Guide\N46
##	TAG	</name>
---	DLE	,		=\DELIM
45	TOK	most		most\DDS7
46	TOK	protocol		protocol\N5S
47	TOK	parameters		parameter\N5P
48	TOK	during		during\P
49	TOK	the		the\AT---6
50	TOK	initial		initial\JA
51	TOK	configuration		configuration\N5S
52	TOK	are		be\V6FDR66
53	TOK	set		set\VMC----
54	TOK	at		at\P
55	TOK	their		their\APP3N6
56	TOK	default		default\N5S
57	TOK	values		value\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
58	TOK	This	BOS	this\AD---S
59	TOK	configuration		configuration\N5S
60	TOK	enables		enable\VMFDRS3
61	TOK	a		a\AI---S
62	TOK	basic		basic\JA
63	TOK	server		server\N5S
64	TOK	setup		setup\N5S
65	TOK	useful		useful\JA
66	TOK	for		for\P
67	TOK	most		most\AG---6
##	TAG	<name>
68	TOK	LAN		LAN\N46
##	TAG	</name>
69	TOK	purposes		purpose\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
70	TOK	The	BOS	the\AT---6
##	TAG	<name>
71	TOK	NetWare		NetWare\N46
##	TAG	</name>
##	TAG	<num>
72	TOK	4		4\X
##	TAG	</num>
---	DLD	.		=\DELIM
73	TOK	1protocol		1protocol\N5S
74	TOK	software		software\N5S
75	TOK	offers		offer\VMFDRS3
76	TOK	an		an\AI---S
77	TOK	extensive		extensive\JA
78	TOK	set		set\N5S
79	TOK	of		of\P
80	TOK	configurable		configurable\JA
81	TOK	parameters		parameter\N5P
82	TOK	for		for\P
83	TOK	all		all\AG---6
84	TOK	protocols		protocol\N5P
85	TOK	supported		support\VMF6A66
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
86	TOK	You	BOS	you\RP62N6
87	TOK	can		can\VOFDR66
88	TOK	use		use\VMI----
89	TOK	these		this\AD---P
90	TOK	parameters		parameter\N5P
91	TOK	to		to\P
92	TOK	modify		modify\VMI----
93	TOK	the		the\AT---6
94	TOK	default		default\N5S
95	TOK	characteristics		characteristic\N5P
96	TOK	of		of\P
97	TOK	the		the\AT---6
98	TOK	original		original\JA
99	TOK	configuration		configuration\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
100	TOK	You	BOS	you\RP62N6
101	TOK	can		can\VOFDR66
102	TOK	configure		configure\VMI----
103	TOK	the		the\AT---6
104	TOK	advanced		advance\VMC----
105	TOK	features		feature\N5P
106	TOK	and		and\CC
107	TOK	optimize		optimize\VMI----
108	TOK	the		the\AT---6
109	TOK	protocol		protocol\N5S
110	TOK	performance		performance\N5S
111	TOK	options		option\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
112	TOK	This	BOS	this\AD---S
113	TOK	guide		guide\N5S
114	TOK	presents		present\VMFDRS3
115	TOK	advanced		advance\VMC----
116	TOK	configuration		configuration\N5S
117	TOK	concepts		concept\N5P
118	TOK	and		and\CC
119	TOK	procedures		procedure\N5P
---	DLD	,		=\DELIM
120	TOK	and		and\CC
121	TOK	discusses		discuss\VMFDRS3
122	TOK	the		the\AT---6
123	TOK	management		management\N5S
124	TOK	utilities		utility\N5P
125	TOK	you		you\RP62N6
126	TOK	might		may\VOFDR66
127	TOK	find		find\VMI----
128	TOK	useful		useful\JA
129	TOK	in		in\P
130	TOK	your		your\AP62N6
131	TOK	particular		particular\JA
132	TOK	situation		situation\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
133	TOK	This	BOS	this\AD---S
134	TOK	chapter		chapter\N5S
135	TOK	contains		contain\VMFDRS3
136	TOK	the		the\AT---6
137	TOK	following		following\JA
138	TOK	sections		section\N5P
---	DLD	:	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
##	TAG	<label pos="B">
139	TOK	-	BOS	=\B
##	TAG	</label>
---	DLE	"		=\DELIM
140	TOK	Configuration		configuration\N5S
##	TAG	<name>
141	TOK	Overview		Overview\N46
##	TAG	</name>
---	DLE	"		=\DELIM
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
143	TOK	This	BOS	this\AD---S
144	TOK	section		section\N5S
145	TOK	describes		describe\VMFDRS3
146	TOK	the		the\AT---6
147	TOK	major		major\JA
148	TOK	tasks		task\N5P
149	TOK	required		require\VMC----
150	TOK	to		to\P
151	TOK	configure		configure\VMI----
152	TOK	the		the\AT---6
153	TOK	protocols		protocol\N5P
154	TOK	on		on\P
155	TOK	a		a\AI---S
156	TOK	server		server\N5S
157	TOK	on		on\P
158	TOK	a		a\AI---S
##	TAG	<name>
159	TOK	LAN		LAN\N46
##	TAG	</name>
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
##	TAG	<label pos="B">
160	TOK	-	BOS	=\B
##	TAG	</label>
---	DLE	"		=\DELIM
161	TOK	Understanding		understanding\N5S
##	TAG	<name>
162	TOK	Configuration Concepts		Configuration_Concepts\N46
##	TAG	</name>
---	DLE	"		=\DELIM
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
164	TOK	This	BOS	this\AD---S
165	TOK	section		section\N5S
166	TOK	discusses		discuss\VMFDRS3
167	TOK	the		the\AT---6
168	TOK	concepts		concept\N5P
169	TOK	to		to\P
170	TOK	help		help\VMI----
171	TOK	you		you\RP62N6
172	TOK	make		make\VMI----
173	TOK	the		the\AT---6
174	TOK	right		right\JA
175	TOK	decisions		decision\N5P
176	TOK	when		when\CS
177	TOK	configuring		configure\VMG----
178	TOK	the		the\AT---6
179	TOK	server		server\N5S
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<p>
##	TAG	<s>
##	TAG	<label pos="B">
180	TOK	-	BOS	=\B
##	TAG	</label>
---	DLE	"		=\DELIM
181	TOK	Understanding		understanding\N5S
##	TAG	<name>
182	TOK	Management		Management\N46
##	TAG	</name>
---	DLE	"		=\DELIM
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
184	TOK	This	BOS	this\AD---S
185	TOK	section		section\N5S
186	TOK	discusses		discuss\VMFDRS3
187	TOK	overall		overall\JA
188	TOK	protocol		protocol\N5S
189	TOK	management		management\N5S
190	TOK	tasks		task\N5P
191	TOK	and		and\CC
192	TOK	explains		explain\VMFDRS3
193	TOK	the		the\AT---6
194	TOK	types		type\N5P
195	TOK	of		of\P
196	TOK	utilities		utility\N5P
197	TOK	to		to\P
198	TOK	help		help\VMI----
199	TOK	you		you\RP62N6
200	TOK	manage		manage\VMI----
201	TOK	the		the\AT---6
##	TAG	<name>
202	TOK	NetWare		NetWare\N46
##	TAG	</name>
##	TAG	<num>
203	TOK	4.1		4.1\X
##	TAG	</num>
204	TOK	protocols		protocol\N5P
---	DLD	.	EOS	=\DELIM
##	TAG	</s>
##	TAG	</p>
##	TAG	<head>
205	TOK	Configuration	BOS	configuration\N5S
##	TAG	<name>
206	TOK	Overview	EOS	Overview\N46
##	TAG	</name>
##	TAG	</head>
##	TAG	<p>
##	TAG	<s>
208	TOK	To	BOS	to\P
209	TOK	set		set\N5S
210	TOK	up		up\P
211	TOK	a		a\AI---S
212	TOK	server		server\N5S
213	TOK	to		to\P
214	TOK	run		run\VMI----
215	TOK	on		on\P
216	TOK	a		a\AI---S
##	TAG	<name>
217	TOK	LAN		LAN\N46
##	TAG	</name>
---	DLE	,		=\DELIM
218	TOK	you		you\RP62N6
219	TOK	need		need\V6F6R66
220	TOK	to		to\P
221	TOK	perform		perform\VMI----
222	TOK	the		the\AT---6
223	TOK	following		following\JA
224	TOK	tasks		task\N5P
225	TOK	using		use\VMG----
##	TAG	<name>
226	TOK	INETCFG		INETCFG\N46
##	TAG	</name>
---	DLD	:	EOS	=\DELIM
##	TAG	</s>
##	TAG	<s>
##	TAG	<label pos="B">
228	TOK	-	BOS	=\B
##	TAG	</label>
229	TOK	Configure		configure\VMF6R66
230	TOK	the		the\AT---6
##	TAG	<name>
231	TOK	LAN		LAN\N46
